Name,fibered,lambda,seifert_genus,ranks,total_rank,L_space_knot,epsilon,modulus,nu,tau
K11a240,False,NaN,4,"{(-4, -8): 2, (-3, -7): 5, (-2, -6): 8, (-1, -5): 10, (0, -4): 11, (1, -3): 10, (2, -2): 8, (3, -1): 5, (4, 0): 2}",61,False,1,2,4,4
K11a241,False,NaN,3,"{(-3, -6): 4, (-2, -5): 12, (-1, -4): 20, (0, -3): 23, (1, -2): 20, (2, -1): 12, (3, 0): 4}",95,False,1,2,3,3
K11a242,False,NaN,3,"{(-3, -6): 3, (-2, -5): 7, (-1, -4): 9, (0, -3): 9, (1, -2): 9, (2, -1): 7, (3, 0): 3}",47,False,1,2,3,3
K11a243,False,NaN,2,"{(-2, -4): 6, (-1, -3): 17, (0, -2): 23, (1, -1): 17, (2, 0): 6}",69,False,1,2,2,2
K11a244,False,NaN,3,"{(-3, -6): 5, (-2, -5): 17, (-1, -4): 32, (0, -3): 39, (1, -2): 32, (2, -1): 17, (3, 0): 5}",147,False,1,2,3,3
K11a245,False,NaN,3,"{(-3, -6): 3, (-2, -5): 9, (-1, -4): 16, (0, -3): 19, (1, -2): 16, (2, -1): 9, (3, 0): 3}",75,False,1,2,3,3
K11a246,False,NaN,2,"{(-2, -4): 4, (-1, -3): 10, (0, -2): 13, (1, -1): 10, (2, 0): 4}",41,False,1,2,2,2
K11a247,False,NaN,1,"{(-1, -2): 5, (0, -1): 9, (1, 0): 5}",19,False,1,2,1,1
K11a248,True,5,4,"{(-4, -3): 1, (-3, -2): 6, (-2, -1): 18, (-1, 0): 34, (0, 1): 41, (1, 2): 34, (2, 3): 18, (3, 4): 6, (4, 5): 1}",159,False,-1,2,0,-1
K11a249,False,NaN,3,"{(-3, -3): 2, (-2, -2): 11, (-1, -1): 27, (0, 0): 37, (1, 1): 27, (2, 2): 11, (3, 3): 2}",117,False,0,2,0,0
K11a250,True,2,4,"{(-4, -6): 1, (-3, -5): 5, (-2, -4): 11, (-1, -3): 16, (0, -2): 19, (1, -1): 16, (2, 0): 11, (3, 1): 5, (4, 2): 1}",85,False,1,2,2,2
K11a251,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 16, (-1, -1): 27, (0, 0): 33, (1, 1): 27, (2, 2): 16, (3, 3): 6, (4, 4): 1}",133,False,0,2,0,0
K11a252,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 16, (-1, -2): 27, (0, -1): 31, (1, 0): 27, (2, 1): 16, (3, 2): 6, (4, 3): 1}",131,False,1,2,1,1
K11a253,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 16, (-1, -1): 27, (0, 0): 33, (1, 1): 27, (2, 2): 16, (3, 3): 6, (4, 4): 1}",133,False,0,2,0,0
K11a254,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 16, (-1, -2): 27, (0, -1): 31, (1, 0): 27, (2, 1): 16, (3, 2): 6, (4, 3): 1}",131,False,1,2,1,1
K11a255,True,5,4,"{(-4, -3): 1, (-3, -2): 6, (-2, -1): 17, (-1, 0): 30, (0, 1): 35, (1, 2): 30, (2, 3): 17, (3, 4): 6, (4, 5): 1}",143,False,-1,2,0,-1
K11a256,False,NaN,3,"{(-3, -3): 2, (-2, -2): 12, (-1, -1): 31, (0, 0): 43, (1, 1): 31, (2, 2): 12, (3, 3): 2}",133,False,0,2,0,0
K11a257,True,4,4,"{(-4, -4): 1, (-3, -3): 5, (-2, -2): 12, (-1, -1): 19, (0, 0): 23, (1, 1): 19, (2, 2): 12, (3, 3): 5, (4, 4): 1}",97,False,0,2,0,0
K11a258,False,NaN,3,"{(-3, -4): 2, (-2, -3): 9, (-1, -2): 17, (0, -1): 19, (1, 0): 17, (2, 1): 9, (3, 2): 2}",75,False,1,2,1,1
K11a259,True,1,4,"{(-4, -7): 1, (-3, -6): 5, (-2, -5): 10, (-1, -4): 15, (0, -3): 17, (1, -2): 15, (2, -1): 10, (3, 0): 5, (4, 1): 1}",79,False,1,2,3,3
K11a260,False,NaN,3,"{(-3, -5): 2, (-2, -4): 9, (-1, -3): 15, (0, -2): 17, (1, -1): 15, (2, 0): 9, (3, 1): 2}",69,False,1,2,2,2
K11a261,True,6,4,"{(-4, -2): 1, (-3, -1): 6, (-2, 0): 16, (-1, 1): 26, (0, 2): 31, (1, 3): 26, (2, 4): 16, (3, 5): 6, (4, 6): 1}",129,False,-1,2,-1,-2
K11a262,False,NaN,3,"{(-3, -2): 2, (-2, -1): 11, (-1, 0): 25, (0, 1): 31, (1, 2): 25, (2, 3): 11, (3, 4): 2}",107,False,-1,2,0,-1
K11a263,False,NaN,4,"{(-4, -8): 2, (-3, -7): 6, (-2, -6): 11, (-1, -5): 14, (0, -4): 15, (1, -3): 14, (2, -2): 11, (3, -1): 6, (4, 0): 2}",81,False,1,2,4,4
K11a264,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 16, (-1, -2): 28, (0, -1): 33, (1, 0): 28, (2, 1): 16, (3, 2): 6, (4, 3): 1}",135,False,1,2,1,1
K11a265,False,NaN,3,"{(-3, -3): 2, (-2, -2): 11, (-1, -1): 25, (0, 0): 33, (1, 1): 25, (2, 2): 11, (3, 3): 2}",109,False,0,2,0,0
K11a266,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 23, (-1, -1): 45, (0, 0): 57, (1, 1): 45, (2, 2): 23, (3, 3): 7, (4, 4): 1}",209,False,0,2,0,0
K11a267,True,5,4,"{(-4, -3): 1, (-3, -2): 7, (-2, -1): 22, (-1, 0): 41, (0, 1): 49, (1, 2): 41, (2, 3): 22, (3, 4): 7, (4, 5): 1}",191,False,-1,2,0,-1
K11a268,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 17, (-1, -2): 29, (0, -1): 33, (1, 0): 29, (2, 1): 17, (3, 2): 6, (4, 3): 1}",139,False,1,2,1,1
K11a269,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 18, (-1, -2): 32, (0, -1): 37, (1, 0): 32, (2, 1): 18, (3, 2): 6, (4, 3): 1}",151,False,1,2,1,1
K11a270,False,NaN,3,"{(-3, -3): 2, (-2, -2): 12, (-1, -1): 32, (0, 0): 45, (1, 1): 32, (2, 2): 12, (3, 3): 2}",137,False,0,2,0,0
K11a271,False,NaN,3,"{(-3, -4): 3, (-2, -3): 17, (-1, -2): 40, (0, -1): 51, (1, 0): 40, (2, 1): 17, (3, 2): 3}",171,False,1,2,1,1
K11a272,False,NaN,3,"{(-3, -3): 2, (-2, -2): 13, (-1, -1): 35, (0, 0): 49, (1, 1): 35, (2, 2): 13, (3, 3): 2}",149,False,0,2,0,0
K11a273,False,NaN,3,"{(-3, -2): 3, (-2, -1): 16, (-1, 0): 37, (0, 1): 47, (1, 2): 37, (2, 3): 16, (3, 4): 3}",159,False,-1,2,0,-1
K11a274,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 18, (-1, -1): 35, (0, 0): 45, (1, 1): 35, (2, 2): 18, (3, 3): 6, (4, 4): 1}",165,False,0,2,0,0
K11a275,False,NaN,3,"{(-3, -5): 3, (-2, -4): 15, (-1, -3): 29, (0, -2): 35, (1, -1): 29, (2, 0): 15, (3, 1): 3}",129,False,1,2,2,2
K11a276,False,NaN,3,"{(-3, -5): 3, (-2, -4): 17, (-1, -3): 37, (0, -2): 47, (1, -1): 37, (2, 0): 17, (3, 1): 3}",161,False,1,2,2,2
K11a277,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 17, (-1, -2): 28, (0, -1): 31, (1, 0): 28, (2, 1): 17, (3, 2): 6, (4, 3): 1}",135,False,1,2,1,1
K11a278,False,NaN,3,"{(-3, -3): 2, (-2, -2): 12, (-1, -1): 33, (0, 0): 47, (1, 1): 33, (2, 2): 12, (3, 3): 2}",141,False,0,2,0,0
K11a279,False,NaN,3,"{(-3, -4): 3, (-2, -3): 12, (-1, -2): 20, (0, -1): 21, (1, 0): 20, (2, 1): 12, (3, 2): 3}",91,False,1,2,1,1
K11a280,False,NaN,2,"{(-2, -2): 6, (-1, -1): 26, (0, 0): 41, (1, 1): 26, (2, 2): 6}",105,False,0,2,0,0
K11a281,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 18, (-1, -2): 33, (0, -1): 39, (1, 0): 33, (2, 1): 18, (3, 2): 6, (4, 3): 1}",155,False,1,2,1,1
K11a282,True,5,4,"{(-4, -3): 1, (-3, -2): 6, (-2, -1): 16, (-1, 0): 26, (0, 1): 29, (1, 2): 26, (2, 3): 16, (3, 4): 6, (4, 5): 1}",127,False,-1,2,0,-1
K11a283,False,NaN,3,"{(-3, -2): 3, (-2, -1): 15, (-1, 0): 34, (0, 1): 43, (1, 2): 34, (2, 3): 15, (3, 4): 3}",147,False,-1,2,0,-1
K11a284,True,3,4,"{(-4, -5): 1, (-3, -4): 7, (-2, -3): 21, (-1, -2): 38, (0, -1): 45, (1, 0): 38, (2, 1): 21, (3, 2): 7, (4, 3): 1}",179,False,1,2,1,1
K11a285,False,NaN,3,"{(-3, -3): 2, (-2, -2): 14, (-1, -1): 38, (0, 0): 53, (1, 1): 38, (2, 2): 14, (3, 3): 2}",161,False,0,2,0,0
K11a286,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 17, (-1, -2): 31, (0, -1): 37, (1, 0): 31, (2, 1): 17, (3, 2): 6, (4, 3): 1}",147,False,1,2,1,1
K11a287,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 21, (-1, -1): 38, (0, 0): 47, (1, 1): 38, (2, 2): 21, (3, 3): 7, (4, 4): 1}",181,False,0,2,0,0
K11a288,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 23, (-1, -1): 44, (0, 0): 55, (1, 1): 44, (2, 2): 23, (3, 3): 7, (4, 4): 1}",205,False,0,2,0,0
K11a289,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 17, (-1, -1): 30, (0, 0): 37, (1, 1): 30, (2, 2): 17, (3, 3): 6, (4, 4): 1}",145,False,0,2,0,0
K11a290,False,NaN,3,"{(-3, -3): 3, (-2, -2): 15, (-1, -1): 32, (0, 0): 41, (1, 1): 32, (2, 2): 15, (3, 3): 3}",141,False,0,2,0,0
K11a291,False,NaN,3,"{(-3, -6): 5, (-2, -5): 14, (-1, -4): 20, (0, -3): 21, (1, -2): 20, (2, -1): 14, (3, 0): 5}",99,False,1,2,3,3
K11a292,False,NaN,2,"{(-2, -4): 10, (-1, -3): 32, (0, -2): 45, (1, -1): 32, (2, 0): 10}",129,False,1,2,2,2
K11a293,True,6,4,"{(-4, -2): 1, (-3, -1): 5, (-2, 0): 12, (-1, 1): 15, (0, 2): 15, (1, 3): 15, (2, 4): 12, (3, 5): 5, (4, 6): 1}",81,False,-1,2,-1,-2
K11a294,False,NaN,3,"{(-3, -2): 2, (-2, -1): 11, (-1, 0): 29, (0, 1): 39, (1, 2): 29, (2, 3): 11, (3, 4): 2}",123,False,-1,2,0,-1
K11a295,False,NaN,3,"{(-3, -1): 3, (-2, 0): 14, (-1, 1): 24, (0, 2): 27, (1, 3): 24, (2, 4): 14, (3, 5): 3}",109,False,-1,2,-1,-2
K11a296,False,NaN,2,"{(-2, -1): 6, (-1, 0): 28, (0, 1): 43, (1, 2): 28, (2, 3): 6}",111,False,-1,2,0,-1
K11a297,False,NaN,3,"{(-3, -2): 2, (-2, -1): 15, (-1, 0): 42, (0, 1): 57, (1, 2): 42, (2, 3): 15, (3, 4): 2}",175,False,-1,2,0,-1
K11a298,False,NaN,3,"{(-3, -6): 5, (-2, -5): 16, (-1, -4): 28, (0, -3): 33, (1, -2): 28, (2, -1): 16, (3, 0): 5}",131,False,1,2,3,3
K11a299,False,NaN,2,"{(-2, -4): 8, (-1, -3): 24, (0, -2): 33, (1, -1): 24, (2, 0): 8}",97,False,1,2,2,2
K11a300,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 17, (-1, -1): 32, (0, 0): 41, (1, 1): 32, (2, 2): 17, (3, 3): 6, (4, 4): 1}",153,False,0,2,0,0
K11a301,True,5,4,"{(-4, -3): 1, (-3, -2): 7, (-2, -1): 22, (-1, 0): 43, (0, 1): 53, (1, 2): 43, (2, 3): 22, (3, 4): 7, (4, 5): 1}",199,False,-1,2,0,-1
K11a302,True,6,4,"{(-4, -2): 1, (-3, -1): 7, (-2, 0): 20, (-1, 1): 33, (0, 2): 39, (1, 3): 33, (2, 4): 20, (3, 5): 7, (4, 6): 1}",161,False,-1,2,-1,-2
K11a303,False,NaN,3,"{(-3, -3): 3, (-2, -2): 15, (-1, -1): 34, (0, 0): 45, (1, 1): 34, (2, 2): 15, (3, 3): 3}",149,False,0,2,0,0
K11a304,False,NaN,3,"{(-3, -5): 3, (-2, -4): 14, (-1, -3): 26, (0, -2): 31, (1, -1): 26, (2, 0): 14, (3, 1): 3}",117,False,1,2,2,2
K11a305,True,5,4,"{(-4, -3): 1, (-3, -2): 6, (-2, -1): 16, (-1, 0): 28, (0, 1): 33, (1, 2): 28, (2, 3): 16, (3, 4): 6, (4, 5): 1}",135,False,-1,2,0,-1
K11a306,True,6,4,"{(-4, -2): 1, (-3, -1): 5, (-2, 0): 13, (-1, 1): 21, (0, 2): 25, (1, 3): 21, (2, 4): 13, (3, 5): 5, (4, 6): 1}",105,False,-1,2,-1,-2
K11a307,False,NaN,3,"{(-3, -2): 2, (-2, -1): 9, (-1, 0): 19, (0, 1): 23, (1, 2): 19, (2, 3): 9, (3, 4): 2}",83,False,-1,2,0,-1
K11a308,True,1,4,"{(-4, -7): 1, (-3, -6): 5, (-2, -5): 9, (-1, -4): 13, (0, -3): 15, (1, -2): 13, (2, -1): 9, (3, 0): 5, (4, 1): 1}",71,False,1,2,3,3
K11a309,False,NaN,3,"{(-3, -5): 2, (-2, -4): 11, (-1, -3): 21, (0, -2): 25, (1, -1): 21, (2, 0): 11, (3, 1): 2}",93,False,1,2,2,2
K11a310,False,NaN,3,"{(-3, -5): 2, (-2, -4): 9, (-1, -3): 13, (0, -2): 13, (1, -1): 13, (2, 0): 9, (3, 1): 2}",61,False,1,2,2,2
K11a311,False,NaN,2,"{(-2, -3): 4, (-1, -2): 20, (0, -1): 31, (1, 0): 20, (2, 1): 4}",79,False,1,2,1,1
K11a312,False,NaN,3,"{(-3, -2): 3, (-2, -1): 13, (-1, 0): 27, (0, 1): 33, (1, 2): 27, (2, 3): 13, (3, 4): 3}",119,False,-1,2,0,-1
K11a313,False,NaN,2,"{(-2, -2): 5, (-1, -1): 19, (0, 0): 29, (1, 1): 19, (2, 2): 5}",77,False,0,2,0,0
K11a314,True,3,4,"{(-4, -5): 1, (-3, -4): 7, (-2, -3): 21, (-1, -2): 36, (0, -1): 41, (1, 0): 36, (2, 1): 21, (3, 2): 7, (4, 3): 1}",171,False,1,2,1,1
K11a315,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 18, (-1, -1): 33, (0, 0): 41, (1, 1): 33, (2, 2): 18, (3, 3): 6, (4, 4): 1}",157,False,0,2,0,0
K11a316,True,4,4,"{(-4, -4): 1, (-3, -3): 5, (-2, -2): 14, (-1, -1): 25, (0, 0): 31, (1, 1): 25, (2, 2): 14, (3, 3): 5, (4, 4): 1}",121,False,0,2,0,0
K11a317,False,NaN,3,"{(-3, -3): 3, (-2, -2): 14, (-1, -1): 28, (0, 0): 35, (1, 1): 28, (2, 2): 14, (3, 3): 3}",125,False,0,2,0,0
K11a318,False,NaN,3,"{(-3, -6): 5, (-2, -5): 16, (-1, -4): 29, (0, -3): 35, (1, -2): 29, (2, -1): 16, (3, 0): 5}",135,False,1,2,3,3
K11a319,False,NaN,3,"{(-3, -6): 5, (-2, -5): 15, (-1, -4): 25, (0, -3): 29, (1, -2): 25, (2, -1): 15, (3, 0): 5}",119,False,1,2,3,3
K11a320,False,NaN,2,"{(-2, -4): 9, (-1, -3): 27, (0, -2): 37, (1, -1): 27, (2, 0): 9}",109,False,1,2,2,2
K11a321,False,NaN,3,"{(-3, -1): 3, (-2, 0): 15, (-1, 1): 27, (0, 2): 31, (1, 3): 27, (2, 4): 15, (3, 5): 3}",121,False,-1,2,-1,-2
K11a322,False,NaN,3,"{(-3, -2): 2, (-2, -1): 13, (-1, 0): 36, (0, 1): 49, (1, 2): 36, (2, 3): 13, (3, 4): 2}",151,False,-1,2,0,-1
K11a323,False,NaN,3,"{(-3, -2): 2, (-2, -1): 9, (-1, 0): 19, (0, 1): 23, (1, 2): 19, (2, 3): 9, (3, 4): 2}",83,False,-1,2,0,-1
K11a324,False,NaN,2,"{(-2, -1): 5, (-1, 0): 25, (0, 1): 39, (1, 2): 25, (2, 3): 5}",99,False,-1,2,0,-1
K11a325,False,NaN,2,"{(-2, -1): 6, (-1, 0): 24, (0, 1): 35, (1, 2): 24, (2, 3): 6}",95,False,-1,2,0,-1
K11a326,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 19, (-1, -1): 36, (0, 0): 45, (1, 1): 36, (2, 2): 19, (3, 3): 6, (4, 4): 1}",169,False,0,2,0,0
K11a327,False,NaN,3,"{(-3, -4): 3, (-2, -3): 17, (-1, -2): 44, (0, -1): 59, (1, 0): 44, (2, 1): 17, (3, 2): 3}",187,False,1,2,1,1
K11a328,False,NaN,3,"{(-3, -5): 3, (-2, -4): 16, (-1, -3): 34, (0, -2): 43, (1, -1): 34, (2, 0): 16, (3, 1): 3}",149,False,1,2,2,2
K11a329,False,NaN,2,"{(-2, -4): 11, (-1, -3): 36, (0, -2): 51, (1, -1): 36, (2, 0): 11}",145,False,1,2,2,2
K11a330,True,6,4,"{(-4, -2): 1, (-3, -1): 5, (-2, 0): 12, (-1, 1): 17, (0, 2): 19, (1, 3): 17, (2, 4): 12, (3, 5): 5, (4, 6): 1}",89,False,-1,2,-1,-2
K11a331,False,NaN,3,"{(-3, -2): 2, (-2, -1): 11, (-1, 0): 27, (0, 1): 35, (1, 2): 27, (2, 3): 11, (3, 4): 2}",115,False,-1,2,0,-1
K11a332,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 22, (-1, -1): 40, (0, 0): 49, (1, 1): 40, (2, 2): 22, (3, 3): 7, (4, 4): 1}",189,False,0,2,0,0
K11a333,False,NaN,2,"{(-2, -2): 4, (-1, -1): 16, (0, 0): 25, (1, 1): 16, (2, 2): 4}",65,False,0,2,0,0
K11a334,False,NaN,4,"{(-4, -8): 2, (-3, -7): 4, (-2, -6): 6, (-1, -5): 8, (0, -4): 9, (1, -3): 8, (2, -2): 6, (3, -1): 4, (4, 0): 2}",49,False,1,2,4,4
K11a335,False,NaN,3,"{(-3, -6): 4, (-2, -5): 10, (-1, -4): 15, (0, -3): 17, (1, -2): 15, (2, -1): 10, (3, 0): 4}",75,False,1,2,3,3
K11a336,False,NaN,3,"{(-3, -6): 4, (-2, -5): 9, (-1, -4): 11, (0, -3): 11, (1, -2): 11, (2, -1): 9, (3, 0): 4}",59,False,1,2,3,3
K11a337,False,NaN,2,"{(-2, -4): 8, (-1, -3): 22, (0, -2): 29, (1, -1): 22, (2, 0): 8}",89,False,1,2,2,2
K11a338,False,NaN,4,"{(-4, -8): 2, (-3, -7): 5, (-2, -6): 9, (-1, -5): 12, (0, -4): 13, (1, -3): 12, (2, -2): 9, (3, -1): 5, (4, 0): 2}",69,False,1,2,4,4
K11a339,False,NaN,3,"{(-3, -6): 3, (-2, -5): 7, (-1, -4): 11, (0, -3): 13, (1, -2): 11, (2, -1): 7, (3, 0): 3}",55,False,1,2,3,3
K11a340,False,NaN,3,"{(-3, -6): 4, (-2, -5): 11, (-1, -4): 18, (0, -3): 21, (1, -2): 18, (2, -1): 11, (3, 0): 4}",87,False,1,2,3,3
K11a341,False,NaN,2,"{(-2, -4): 6, (-1, -3): 15, (0, -2): 19, (1, -1): 15, (2, 0): 6}",61,False,1,2,2,2
K11a342,False,NaN,2,"{(-2, -4): 4, (-1, -3): 7, (0, -2): 7, (1, -1): 7, (2, 0): 4}",29,False,1,2,2,2
K11a343,False,NaN,1,"{(-1, -2): 8, (0, -1): 15, (1, 0): 8}",31,False,1,2,1,1
K11a344,False,NaN,3,"{(-3, -5): 3, (-2, -4): 15, (-1, -3): 29, (0, -2): 35, (1, -1): 29, (2, 0): 15, (3, 1): 3}",129,False,1,2,2,2
K11a345,False,NaN,2,"{(-2, -3): 5, (-1, -2): 23, (0, -1): 35, (1, 0): 23, (2, 1): 5}",91,False,1,2,1,1
K11a346,True,2,4,"{(-4, -6): 1, (-3, -5): 5, (-2, -4): 12, (-1, -3): 18, (0, -2): 21, (1, -1): 18, (2, 0): 12, (3, 1): 5, (4, 2): 1}",93,False,1,2,2,2
K11a347,False,NaN,3,"{(-3, -4): 2, (-2, -3): 11, (-1, -2): 26, (0, -1): 33, (1, 0): 26, (2, 1): 11, (3, 2): 2}",111,False,1,2,1,1
K11a348,True,2,4,"{(-4, -6): 1, (-3, -5): 7, (-2, -4): 19, (-1, -3): 29, (0, -2): 33, (1, -1): 29, (2, 0): 19, (3, 1): 7, (4, 2): 1}",145,False,1,2,2,2
K11a349,False,NaN,3,"{(-3, -4): 2, (-2, -3): 14, (-1, -2): 37, (0, -1): 49, (1, 0): 37, (2, 1): 14, (3, 2): 2}",155,False,1,2,1,1
K11a350,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 21, (-1, -1): 39, (0, 0): 49, (1, 1): 39, (2, 2): 21, (3, 3): 7, (4, 4): 1}",185,False,0,2,0,0
K11a351,True,4,4,"{(-4, -4): 1, (-3, -3): 7, (-2, -2): 20, (-1, -1): 34, (0, 0): 41, (1, 1): 34, (2, 2): 20, (3, 3): 7, (4, 4): 1}",165,False,0,2,0,0
K11a352,False,NaN,3,"{(-3, -4): 2, (-2, -3): 13, (-1, -2): 32, (0, -1): 41, (1, 0): 32, (2, 1): 13, (3, 2): 2}",135,False,1,2,1,1
K11a353,False,NaN,3,"{(-3, -6): 5, (-2, -5): 15, (-1, -4): 26, (0, -3): 31, (1, -2): 26, (2, -1): 15, (3, 0): 5}",123,False,1,2,3,3
K11a354,False,NaN,2,"{(-2, -4): 9, (-1, -3): 26, (0, -2): 35, (1, -1): 26, (2, 0): 9}",105,False,1,2,2,2
K11a355,False,NaN,4,"{(-4, -8): 2, (-3, -7): 4, (-2, -6): 6, (-1, -5): 7, (0, -4): 7, (1, -3): 7, (2, -2): 6, (3, -1): 4, (4, 0): 2}",45,False,1,2,4,4
K11a356,False,NaN,3,"{(-3, -6): 4, (-2, -5): 10, (-1, -4): 16, (0, -3): 19, (1, -2): 16, (2, -1): 10, (3, 0): 4}",79,False,1,2,3,3
K11a357,False,NaN,3,"{(-3, -6): 4, (-2, -5): 11, (-1, -4): 19, (0, -3): 23, (1, -2): 19, (2, -1): 11, (3, 0): 4}",91,False,1,2,3,3
K11a358,False,NaN,3,"{(-3, -6): 3, (-2, -5): 5, (-1, -4): 5, (0, -3): 5, (1, -2): 5, (2, -1): 5, (3, 0): 3}",31,False,1,2,3,3
K11a359,False,NaN,2,"{(-2, -4): 6, (-1, -3): 13, (0, -2): 15, (1, -1): 13, (2, 0): 6}",53,False,1,2,2,2
K11a360,False,NaN,2,"{(-2, -4): 6, (-1, -3): 14, (0, -2): 17, (1, -1): 14, (2, 0): 6}",57,False,1,2,2,2
K11a361,False,NaN,2,"{(-2, -4): 7, (-1, -3): 17, (0, -2): 21, (1, -1): 17, (2, 0): 7}",69,False,1,2,2,2
K11a362,False,NaN,1,"{(-1, -2): 10, (0, -1): 19, (1, 0): 10}",39,False,1,2,1,1
K11a363,False,NaN,1,"{(-1, -2): 9, (0, -1): 17, (1, 0): 9}",35,False,1,2,1,1
K11a364,False,NaN,4,"{(-4, -8): 2, (-3, -7): 3, (-2, -6): 3, (-1, -5): 3, (0, -4): 3, (1, -3): 3, (2, -2): 3, (3, -1): 3, (4, 0): 2}",25,False,1,2,4,4
K11a365,False,NaN,3,"{(-3, -6): 4, (-2, -5): 8, (-1, -4): 9, (0, -3): 9, (1, -2): 9, (2, -1): 8, (3, 0): 4}",51,False,1,2,3,3
K11a366,False,NaN,2,"{(-2, -4): 8, (-1, -3): 20, (0, -2): 25, (1, -1): 20, (2, 0): 8}",81,False,1,2,2,2
K11a367,True,0,5,"{(-5, -10): 1, (-4, -9): 1, (-3, -8): 1, (-2, -7): 1, (-1, -6): 1, (0, -5): 1, (1, -4): 1, (2, -3): 1, (3, -2): 1, (4, -1): 1, (5, 0): 1}",11,True,1,2,5,5
K11n1,True,3,2,"{(-2, -1): 1, (-1, 0): 7, (0, 1): 11, (1, 2): 7, (2, 3): 1}",27,False,-1,2,0,-1
K11n2,False,NaN,3,"{(-3, -5): 2, (-2, -4): 8, (-1, -3): 12, (0, -2): 13, (1, -1): 12, (2, 0): 8, (3, 1): 2}",57,False,1,2,2,2
K11n3,False,NaN,2,"{(-2, -1): 3, (-1, 0): 11, (0, 1): 15, (1, 2): 11, (2, 3): 3}",43,False,-1,2,0,-1
K11n4,True,3,3,"{(-3, -3): 1, (-2, -2): 5, (-1, -1): 11, (0, 0): 15, (1, 1): 11, (2, 2): 5, (3, 3): 1}",49,False,0,2,0,0
K11n5,True,2,3,"{(-3, -4): 1, (-2, -3): 7, (-1, -2): 17, (0, -1): 21, (1, 0): 17, (2, 1): 7, (3, 2): 1}",71,False,1,2,1,1
K11n6,True,3,3,"{(-3, -3): 1, (-2, -2): 4, (-2, -1): 1, (-1, -1): 5, (-1, 0): 2, (0, 0): 5, (0, 1): 2, (1, 1): 5, (1, 2): 2, (2, 2): 4, (2, 3): 1, (3, 3): 1}",33,False,0,2,0,0
K11n7,True,2,3,"{(-3, -4): 1, (-2, -3): 6, (-1, -2): 16, (0, -1): 21, (1, 0): 16, (2, 1): 6, (3, 2): 1}",67,False,1,2,1,1
K11n8,True,5,3,"{(-3, -1): 1, (-2, 0): 6, (-1, 1): 12, (0, 2): 15, (1, 3): 12, (2, 4): 6, (3, 5): 1}",53,False,-1,2,-1,-2
K11n9,True,1,4,"{(-4, -7): 1, (-3, -6): 3, (-2, -5): 2, (-2, -4): 1, (-1, -3): 4, (0, -2): 7, (1, -1): 4, (2, -1): 2, (2, 0): 1, (3, 0): 3, (4, 1): 1}",29,False,1,2,3,3
K11n10,True,5,3,"{(-3, -1): 1, (-2, 0): 7, (-1, 1): 15, (0, 2): 19, (1, 3): 15, (2, 4): 7, (3, 5): 1}",65,False,-1,2,-1,-2
K11n11,True,2,3,"{(-3, -4): 1, (-2, -3): 5, (-1, -2): 13, (0, -1): 17, (1, 0): 13, (2, 1): 5, (3, 2): 1}",55,False,1,2,1,1
K11n12,True,2,2,"{(-2, -2): 1, (-1, -2): 1, (-1, -1): 4, (0, -1): 1, (0, 0): 6, (1, 0): 1, (1, 1): 4, (2, 2): 1}",19,False,1,2,1,1
K11n13,True,1,4,"{(-4, -7): 1, (-3, -6): 3, (-2, -5): 2, (-1, -4): 1, (0, -3): 1, (1, -2): 1, (2, -1): 2, (3, 0): 3, (4, 1): 1}",15,False,1,2,3,3
K11n14,True,5,3,"{(-3, -1): 1, (-2, 0): 6, (-1, 1): 10, (0, 2): 11, (1, 3): 10, (2, 4): 6, (3, 5): 1}",45,False,-1,2,-1,-2
K11n15,True,2,3,"{(-3, -4): 1, (-2, -3): 4, (-1, -2): 8, (0, -1): 9, (1, 0): 8, (2, 1): 4, (3, 2): 1}",35,False,1,2,1,1
K11n16,False,NaN,3,"{(-3, -5): 2, (-2, -4): 7, (-1, -3): 7, (0, -2): 5, (1, -1): 7, (2, 0): 7, (3, 1): 2}",37,False,1,2,2,2
