Name,fibered,lambda,seifert_genus,ranks,total_rank,L_space_knot,epsilon,modulus,nu,tau
K12n357,True,2,3,"{(-3, -4): 1, (-2, -3): 9, (-1, -2): 24, (0, -1): 31, (1, 0): 24, (2, 1): 9, (3, 2): 1}",99,False,1,2,1,1
K12n358,False,NaN,2,"{(-2, -1): 3, (-1, 0): 11, (0, 1): 15, (1, 2): 11, (2, 3): 3}",43,False,-1,2,0,-1
K12n359,False,NaN,2,"{(-2, -2): 3, (-1, -1): 17, (0, 0): 29, (1, 1): 17, (2, 2): 3}",69,False,0,2,0,0
K12n360,False,NaN,2,"{(-2, -2): 3, (-1, -1): 12, (0, 0): 19, (1, 1): 12, (2, 2): 3}",49,False,0,2,0,0
K12n361,False,NaN,3,"{(-3, -5): 3, (-2, -4): 11, (-1, -3): 15, (0, -2): 15, (1, -1): 15, (2, 0): 11, (3, 1): 3}",73,False,1,2,2,2
K12n362,True,4,3,"{(-3, -2): 1, (-2, -1): 4, (-1, 0): 7, (0, 0): 1, (0, 1): 8, (1, 2): 7, (2, 3): 4, (3, 4): 1}",33,False,0,2,0,0
K12n363,True,4,3,"{(-3, -2): 1, (-2, -1): 8, (-1, 0): 21, (0, 1): 27, (1, 2): 21, (2, 3): 8, (3, 4): 1}",87,False,-1,2,0,-1
K12n364,False,NaN,3,"{(-3, -4): 2, (-2, -3): 11, (-1, -2): 23, (0, -1): 27, (1, 0): 23, (2, 1): 11, (3, 2): 2}",99,False,1,2,1,1
K12n365,False,NaN,3,"{(-3, -2): 2, (-2, -1): 11, (-1, 0): 23, (0, 1): 27, (1, 2): 23, (2, 3): 11, (3, 4): 2}",99,False,-1,2,0,-1
K12n366,True,6,3,"{(-3, 0): 1, (-2, 0): 3, (-2, 1): 1, (-1, 1): 8, (0, 2): 11, (1, 3): 8, (2, 4): 3, (2, 5): 1, (3, 6): 1}",37,False,-1,2,-2,-3
K12n367,True,3,3,"{(-3, -3): 1, (-2, -2): 10, (-1, -1): 30, (0, 0): 43, (1, 1): 30, (2, 2): 10, (3, 3): 1}",125,False,0,2,0,0
K12n368,True,1,4,"{(-4, -7): 1, (-3, -6): 4, (-2, -5): 5, (-1, -4): 3, (0, -3): 2, (0, -2): 1, (1, -2): 3, (2, -1): 5, (3, 0): 4, (4, 1): 1}",29,False,1,2,3,3
K12n369,True,3,4,"{(-4, -5): 1, (-3, -4): 4, (-2, -3): 9, (-1, -2): 15, (0, -1): 17, (1, 0): 15, (2, 1): 9, (3, 2): 4, (4, 3): 1}",75,False,1,2,1,1
K12n370,True,3,3,"{(-3, -3): 1, (-2, -3): 1, (-2, -2): 3, (-1, -2): 3, (-1, -1): 3, (0, -1): 3, (0, 0): 2, (1, 0): 3, (1, 1): 3, (2, 1): 1, (2, 2): 3, (3, 3): 1}",27,False,1,2,1,1
K12n371,True,2,3,"{(-3, -4): 1, (-2, -3): 3, (-2, -2): 1, (-1, -2): 4, (-1, -1): 2, (0, -1): 3, (0, 0): 2, (1, 0): 4, (1, 1): 2, (2, 1): 3, (2, 2): 1, (3, 2): 1}",27,False,1,2,1,1
K12n372,True,2,3,"{(-3, -4): 1, (-2, -3): 4, (-1, -2): 10, (0, -1): 13, (1, 0): 10, (2, 1): 4, (3, 2): 1}",43,False,1,2,1,1
K12n373,True,1,3,"{(-3, -5): 1, (-2, -4): 8, (-1, -3): 18, (0, -2): 23, (1, -1): 18, (2, 0): 8, (3, 1): 1}",77,False,1,2,2,2
K12n374,False,NaN,4,"{(-4, -8): 2, (-3, -7): 3, (-2, -6): 1, (-2, -5): 1, (-1, -4): 6, (0, -3): 9, (1, -2): 6, (2, -2): 1, (2, -1): 1, (3, -1): 3, (4, 0): 2}",35,False,1,2,4,4
K12n375,True,1,3,"{(-3, -5): 1, (-2, -4): 6, (-1, -3): 13, (0, -2): 17, (1, -1): 13, (2, 0): 6, (3, 1): 1}",57,False,1,2,2,2
K12n376,True,3,4,"{(-4, -5): 1, (-3, -4): 4, (-2, -3): 10, (-1, -2): 19, (0, -1): 23, (1, 0): 19, (2, 1): 10, (3, 2): 4, (4, 3): 1}",91,False,1,2,1,1
K12n377,True,4,3,"{(-3, -2): 1, (-2, -1): 4, (-1, 0): 9, (0, 0): 1, (0, 1): 12, (1, 2): 9, (2, 3): 4, (3, 4): 1}",41,False,0,2,0,0
K12n378,False,NaN,3,"{(-3, -2): 3, (-2, -1): 12, (-1, 0): 24, (0, 1): 29, (1, 2): 24, (2, 3): 12, (3, 4): 3}",107,False,-1,2,0,-1
K12n379,False,NaN,3,"{(-3, -2): 2, (-2, -1): 7, (-1, 0): 14, (0, 1): 17, (1, 2): 14, (2, 3): 7, (3, 4): 2}",63,False,-1,2,0,-1
K12n380,False,NaN,3,"{(-3, -3): 2, (-2, -2): 9, (-1, -1): 18, (0, 0): 23, (1, 1): 18, (2, 2): 9, (3, 3): 2}",81,False,0,2,0,0
K12n381,False,NaN,2,"{(-2, -3): 3, (-1, -2): 15, (0, -1): 23, (1, 0): 15, (2, 1): 3}",59,False,1,2,1,1
K12n382,False,NaN,2,"{(-2, -3): 2, (-2, -2): 1, (-1, -2): 7, (-1, -1): 2, (0, -1): 9, (0, 0): 2, (1, 0): 7, (1, 1): 2, (2, 1): 2, (2, 2): 1}",35,False,1,2,1,1
K12n383,False,NaN,2,"{(-2, -3): 3, (-1, -2): 13, (0, -1): 19, (1, 0): 13, (2, 1): 3}",51,False,1,2,1,1
K12n384,False,NaN,3,"{(-3, -5): 3, (-2, -4): 13, (-1, -3): 25, (0, -2): 31, (1, -1): 25, (2, 0): 13, (3, 1): 3}",113,False,1,2,2,2
K12n385,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 17, (0, 0): 23, (1, 1): 17, (2, 2): 7, (3, 3): 1}",73,False,0,2,0,0
K12n386,False,NaN,4,"{(-4, -8): 2, (-3, -7): 4, (-2, -6): 3, (-1, -5): 1, (-1, -4): 3, (0, -3): 5, (1, -3): 1, (1, -2): 3, (2, -2): 3, (3, -1): 4, (4, 0): 2}",31,False,1,2,4,4
K12n387,True,1,4,"{(-4, -7): 1, (-3, -6): 5, (-2, -5): 6, (-1, -4): 2, (0, -2): 1, (1, -2): 2, (2, -1): 6, (3, 0): 5, (4, 1): 1}",29,False,1,2,3,3
K12n388,True,3,3,"{(-3, -3): 1, (-2, -2): 5, (-1, -1): 10, (0, 0): 13, (1, 1): 10, (2, 2): 5, (3, 3): 1}",45,False,0,2,0,0
K12n389,True,2,3,"{(-3, -4): 1, (-2, -3): 9, (-1, -2): 24, (0, -1): 31, (1, 0): 24, (2, 1): 9, (3, 2): 1}",99,False,1,2,1,1
K12n390,True,2,3,"{(-3, -4): 1, (-2, -3): 6, (-1, -2): 14, (0, -1): 17, (1, 0): 14, (2, 1): 6, (3, 2): 1}",59,False,1,2,1,1
K12n391,False,NaN,3,"{(-3, -2): 3, (-2, -1): 12, (-1, 0): 26, (0, 1): 33, (1, 2): 26, (2, 3): 12, (3, 4): 3}",115,False,-1,2,0,-1
K12n392,True,2,3,"{(-3, -4): 1, (-2, -3): 8, (-1, -2): 24, (0, -1): 33, (1, 0): 24, (2, 1): 8, (3, 2): 1}",99,False,1,2,1,1
K12n393,False,NaN,2,"{(-2, -2): 3, (-1, -1): 12, (0, 0): 19, (1, 1): 12, (2, 2): 3}",49,False,0,2,0,0
K12n394,False,NaN,2,"{(-2, -3): 1, (-2, -2): 2, (-1, -2): 2, (-1, -1): 8, (0, -1): 2, (0, 0): 13, (1, 0): 2, (1, 1): 8, (2, 1): 1, (2, 2): 2}",41,False,0,2,0,0
K12n395,True,5,3,"{(-3, -1): 1, (-2, 0): 8, (-1, 1): 18, (0, 2): 23, (1, 3): 18, (2, 4): 8, (3, 5): 1}",77,False,-1,2,-1,-2
K12n396,True,4,3,"{(-3, -2): 1, (-2, -1): 7, (-1, 0): 16, (0, 1): 19, (1, 2): 16, (2, 3): 7, (3, 4): 1}",67,False,-1,2,0,-1
K12n397,True,3,3,"{(-3, -3): 1, (-2, -2): 5, (-1, -1): 11, (0, 0): 15, (1, 1): 11, (2, 2): 5, (3, 3): 1}",49,False,0,2,0,0
K12n398,True,5,3,"{(-3, -1): 1, (-2, 0): 4, (-1, 0): 2, (-1, 1): 6, (0, 1): 4, (0, 2): 7, (1, 2): 2, (1, 3): 6, (2, 4): 4, (3, 5): 1}",37,False,-1,2,-1,-2
K12n399,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 19, (0, 0): 27, (1, 1): 19, (2, 2): 7, (3, 3): 1}",81,False,0,2,0,0
K12n400,True,4,3,"{(-3, -2): 1, (-2, -1): 8, (-1, 0): 23, (0, 1): 31, (1, 2): 23, (2, 3): 8, (3, 4): 1}",95,False,-1,2,0,-1
K12n401,True,2,3,"{(-3, -4): 1, (-2, -3): 7, (-1, -2): 21, (0, -1): 29, (1, 0): 21, (2, 1): 7, (3, 2): 1}",87,False,1,2,1,1
K12n402,True,6,3,"{(-3, 0): 1, (-2, 0): 2, (-2, 1): 1, (-1, 1): 4, (-1, 2): 1, (0, 2): 4, (0, 3): 1, (1, 3): 4, (1, 4): 1, (2, 4): 2, (2, 5): 1, (3, 6): 1}",23,False,-1,2,-2,-3
K12n403,True,5,3,"{(-3, -1): 1, (-2, 0): 3, (-1, 0): 2, (-1, 1): 3, (0, 1): 3, (0, 2): 2, (1, 2): 2, (1, 3): 3, (2, 4): 3, (3, 5): 1}",23,False,-1,2,0,-1
K12n404,False,NaN,2,"{(-2, 0): 2, (-1, 0): 4, (-1, 1): 3, (0, 1): 8, (0, 2): 3, (1, 2): 4, (1, 3): 3, (2, 4): 2}",29,False,-1,2,-1,-2
K12n405,True,2,4,"{(-4, -6): 1, (-3, -5): 6, (-2, -4): 13, (-1, -3): 12, (0, -2): 9, (1, -1): 12, (2, 0): 13, (3, 1): 6, (4, 2): 1}",73,False,1,2,2,2
K12n406,False,NaN,3,"{(-3, -6): 5, (-2, -5): 13, (-1, -4): 16, (0, -3): 15, (1, -2): 16, (2, -1): 13, (3, 0): 5}",83,False,1,2,3,3
K12n407,True,1,3,"{(-3, -5): 1, (-2, -4): 5, (-1, -3): 8, (0, -2): 9, (1, -1): 8, (2, 0): 5, (3, 1): 1}",37,False,1,2,2,2
K12n408,True,3,3,"{(-3, -3): 1, (-2, -2): 9, (-1, -1): 24, (0, 0): 33, (1, 1): 24, (2, 2): 9, (3, 3): 1}",101,False,0,2,0,0
K12n409,True,4,3,"{(-3, -2): 1, (-2, -1): 3, (-1, 0): 9, (0, 1): 13, (1, 2): 9, (2, 3): 3, (3, 4): 1}",39,False,-1,2,0,-1
K12n410,False,NaN,3,"{(-3, -4): 2, (-2, -3): 10, (-1, -2): 26, (0, -1): 35, (1, 0): 26, (2, 1): 10, (3, 2): 2}",111,False,1,2,1,1
K12n411,False,NaN,2,"{(-2, -2): 1, (-2, -1): 1, (-1, -1): 2, (-1, 0): 7, (0, 0): 2, (0, 1): 11, (1, 1): 2, (1, 2): 7, (2, 2): 1, (2, 3): 1}",35,False,-1,2,0,-1
K12n412,False,NaN,3,"{(-3, -2): 2, (-2, -1): 8, (-1, 0): 17, (0, 1): 21, (1, 2): 17, (2, 3): 8, (3, 4): 2}",75,False,-1,2,0,-1
K12n413,False,NaN,3,"{(-3, -4): 2, (-2, -3): 8, (-1, -2): 17, (0, -1): 21, (1, 0): 17, (2, 1): 8, (3, 2): 2}",75,False,1,2,1,1
K12n414,False,NaN,2,"{(-2, -2): 2, (-1, -1): 6, (0, 0): 9, (1, 1): 6, (2, 2): 2}",25,False,0,2,0,0
K12n415,False,NaN,3,"{(-3, -4): 2, (-2, -3): 10, (-1, -2): 24, (0, -1): 31, (1, 0): 24, (2, 1): 10, (3, 2): 2}",103,False,1,2,1,1
K12n416,True,2,4,"{(-4, -6): 1, (-3, -5): 4, (-2, -4): 10, (-1, -3): 15, (0, -2): 17, (1, -1): 15, (2, 0): 10, (3, 1): 4, (4, 2): 1}",77,False,1,2,2,2
K12n417,True,0,4,"{(-4, -8): 1, (-3, -7): 1, (-3, -6): 1, (-2, -5): 4, (-1, -4): 9, (0, -3): 11, (1, -2): 9, (2, -1): 4, (3, -1): 1, (3, 0): 1, (4, 0): 1}",43,False,1,2,4,4
K12n418,True,1,4,"{(-4, -7): 1, (-3, -6): 4, (-2, -5): 5, (-2, -4): 1, (-1, -4): 3, (-1, -3): 2, (0, -3): 2, (0, -2): 3, (1, -2): 3, (1, -1): 2, (2, -1): 5, (2, 0): 1, (3, 0): 4, (4, 1): 1}",37,False,1,2,3,3
K12n419,True,1,4,"{(-4, -7): 1, (-3, -6): 4, (-2, -5): 4, (-2, -4): 1, (-1, -4): 1, (-1, -3): 4, (0, -2): 7, (1, -2): 1, (1, -1): 4, (2, -1): 4, (2, 0): 1, (3, 0): 4, (4, 1): 1}",37,False,1,2,3,3
K12n420,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 19, (0, 0): 27, (1, 1): 19, (2, 2): 7, (3, 3): 1}",81,False,0,2,0,0
K12n421,False,NaN,3,"{(-3, -3): 2, (-2, -2): 11, (-1, -1): 27, (0, 0): 37, (1, 1): 27, (2, 2): 11, (3, 3): 2}",117,False,0,2,0,0
K12n422,False,NaN,3,"{(-3, -3): 2, (-2, -2): 11, (-1, -1): 27, (0, 0): 37, (1, 1): 27, (2, 2): 11, (3, 3): 2}",117,False,0,2,0,0
K12n423,True,4,3,"{(-3, -2): 1, (-2, -2): 1, (-2, -1): 4, (-1, -1): 4, (-1, 0): 7, (0, 0): 7, (0, 1): 8, (1, 1): 4, (1, 2): 7, (2, 2): 1, (2, 3): 4, (3, 4): 1}",49,False,0,2,0,0
K12n424,True,3,4,"{(-4, -5): 1, (-3, -4): 5, (-2, -3): 12, (-1, -2): 19, (0, -1): 21, (1, 0): 19, (2, 1): 12, (3, 2): 5, (4, 3): 1}",95,False,1,2,1,1
K12n425,True,6,4,"{(-4, -2): 1, (-3, -1): 4, (-2, 0): 7, (-1, 0): 1, (-1, 1): 5, (0, 1): 1, (0, 2): 2, (1, 2): 1, (1, 3): 5, (2, 4): 7, (3, 5): 4, (4, 6): 1}",39,False,-1,2,-1,-2
K12n426,True,0,4,"{(-4, -8): 1, (-3, -7): 1, (-3, -6): 1, (-2, -5): 3, (-1, -4): 4, (0, -3): 3, (1, -2): 4, (2, -1): 3, (3, -1): 1, (3, 0): 1, (4, 0): 1}",23,False,1,2,4,4
K12n427,True,2,4,"{(-4, -6): 1, (-3, -5): 5, (-2, -4): 14, (-1, -3): 23, (0, -2): 27, (1, -1): 23, (2, 0): 14, (3, 1): 5, (4, 2): 1}",113,False,1,2,2,2
K12n428,True,1,4,"{(-4, -7): 1, (-3, -6): 4, (-2, -5): 5, (-1, -4): 4, (0, -3): 3, (1, -2): 4, (2, -1): 5, (3, 0): 4, (4, 1): 1}",31,False,1,2,3,3
K12n429,False,NaN,2,"{(-2, -1): 4, (-1, 0): 18, (0, 1): 27, (1, 2): 18, (2, 3): 4}",71,False,-1,2,0,-1
K12n430,False,NaN,2,"{(-2, -2): 1, (-2, -1): 1, (-1, -1): 4, (-1, 0): 4, (0, 0): 7, (0, 1): 6, (1, 1): 4, (1, 2): 4, (2, 2): 1, (2, 3): 1}",33,False,0,2,0,0
K12n431,True,3,3,"{(-3, -3): 1, (-2, -2): 8, (-1, -1): 24, (0, 0): 35, (1, 1): 24, (2, 2): 8, (3, 3): 1}",101,False,0,2,0,0
K12n432,False,NaN,2,"{(-2, 0): 3, (-1, 0): 2, (-1, 1): 6, (0, 1): 4, (0, 2): 7, (1, 2): 2, (1, 3): 6, (2, 4): 3}",33,False,-1,2,-1,-2
K12n433,True,5,3,"{(-3, -1): 1, (-2, -1): 1, (-2, 0): 3, (-1, 0): 6, (-1, 1): 2, (0, 1): 10, (0, 2): 1, (1, 2): 6, (1, 3): 2, (2, 3): 1, (2, 4): 3, (3, 5): 1}",37,False,-1,2,-1,-2
K12n434,True,3,3,"{(-3, -3): 1, (-2, -2): 6, (-1, -1): 15, (0, 0): 21, (1, 1): 15, (2, 2): 6, (3, 3): 1}",65,False,0,2,0,0
K12n435,True,3,3,"{(-3, -3): 1, (-2, -2): 6, (-1, -1): 13, (0, 0): 17, (1, 1): 13, (2, 2): 6, (3, 3): 1}",57,False,0,2,0,0
K12n436,True,5,3,"{(-3, -1): 1, (-2, 0): 5, (-1, 0): 2, (-1, 1): 8, (0, 1): 4, (0, 2): 9, (1, 2): 2, (1, 3): 8, (2, 4): 5, (3, 5): 1}",45,False,-1,2,-1,-2
K12n437,True,4,3,"{(-3, -2): 1, (-2, -2): 3, (-2, -1): 2, (-1, -1): 9, (-1, 0): 1, (0, 0): 13, (1, 1): 9, (1, 2): 1, (2, 2): 3, (2, 3): 2, (3, 4): 1}",45,False,0,2,0,0
K12n438,True,1,3,"{(-3, -5): 1, (-2, -4): 3, (-1, -3): 5, (-1, -2): 1, (0, -2): 6, (0, -1): 1, (1, -1): 5, (1, 0): 1, (2, 0): 3, (3, 1): 1}",27,False,1,2,1,1
K12n439,True,4,3,"{(-3, -2): 1, (-2, -2): 1, (-2, -1): 2, (-1, -1): 2, (-1, 0): 2, (0, 0): 2, (0, 1): 1, (1, 1): 2, (1, 2): 2, (2, 2): 1, (2, 3): 2, (3, 4): 1}",19,False,-1,2,0,-1
K12n440,False,NaN,3,"{(-3, -3): 2, (-2, -2): 9, (-1, -1): 18, (0, 0): 23, (1, 1): 18, (2, 2): 9, (3, 3): 2}",81,False,0,2,0,0
K12n441,True,1,3,"{(-3, -5): 1, (-2, -4): 9, (-1, -3): 22, (0, -2): 29, (1, -1): 22, (2, 0): 9, (3, 1): 1}",93,False,1,2,2,2
K12n442,False,NaN,2,"{(-2, -3): 3, (-1, -2): 10, (0, -1): 14, (0, 0): 1, (1, 0): 10, (2, 1): 3}",41,False,0,2,0,0
K12n443,False,NaN,2,"{(-2, -2): 3, (-1, -1): 8, (0, 0): 11, (1, 1): 8, (2, 2): 3}",33,False,0,2,0,0
K12n444,False,NaN,2,"{(-2, -3): 2, (-1, -2): 7, (0, -1): 9, (1, 0): 7, (2, 1): 2}",27,False,1,2,1,1
K12n445,False,NaN,3,"{(-3, -5): 2, (-2, -4): 13, (-1, -3): 30, (0, -2): 39, (1, -1): 30, (2, 0): 13, (3, 1): 2}",129,False,1,2,2,2
K12n446,True,1,3,"{(-3, -5): 1, (-2, -4): 3, (-2, -3): 1, (-1, -3): 3, (-1, -2): 6, (0, -2): 2, (0, -1): 9, (1, -1): 3, (1, 0): 6, (2, 0): 3, (2, 1): 1, (3, 1): 1}",39,False,1,2,1,1
K12n447,False,NaN,3,"{(-3, -3): 2, (-2, -2): 8, (-1, -1): 16, (0, 0): 21, (1, 1): 16, (2, 2): 8, (3, 3): 2}",73,False,0,2,0,0
K12n448,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 14, (-1, -1): 21, (0, 0): 25, (1, 1): 21, (2, 2): 14, (3, 3): 6, (4, 4): 1}",109,False,0,2,0,0
K12n449,True,2,3,"{(-3, -4): 1, (-2, -3): 4, (-1, -2): 9, (-1, -1): 1, (0, -1): 12, (0, 0): 3, (1, 0): 9, (1, 1): 1, (2, 1): 4, (3, 2): 1}",45,False,0,2,0,0
K12n450,True,2,3,"{(-3, -4): 1, (-2, -3): 8, (-1, -2): 23, (0, -1): 31, (1, 0): 23, (2, 1): 8, (3, 2): 1}",95,False,1,2,1,1
K12n451,True,4,3,"{(-3, -2): 1, (-2, -1): 3, (-1, 0): 8, (0, 1): 11, (1, 2): 8, (2, 3): 3, (3, 4): 1}",35,False,-1,2,0,-1
K12n452,False,NaN,2,"{(-2, -3): 4, (-1, -2): 14, (0, -1): 19, (1, 0): 14, (2, 1): 4}",55,False,1,2,1,1
K12n453,False,NaN,3,"{(-3, -6): 5, (-2, -5): 15, (-1, -4): 24, (0, -3): 27, (1, -2): 24, (2, -1): 15, (3, 0): 5}",115,False,1,2,3,3
K12n454,True,4,3,"{(-3, -2): 1, (-2, -1): 4, (-1, 0): 11, (0, 1): 15, (1, 2): 11, (2, 3): 4, (3, 4): 1}",47,False,-1,2,0,-1
K12n455,False,NaN,3,"{(-3, -5): 3, (-2, -4): 12, (-1, -3): 21, (0, -2): 25, (1, -1): 21, (2, 0): 12, (3, 1): 3}",97,False,1,2,2,2
K12n456,True,4,3,"{(-3, -2): 1, (-2, -2): 2, (-2, -1): 2, (-1, -1): 6, (-1, 0): 1, (0, 0): 9, (1, 1): 6, (1, 2): 1, (2, 2): 2, (2, 3): 2, (3, 4): 1}",33,False,0,2,0,0
K12n457,False,NaN,2,"{(-2, -2): 1, (-2, -1): 1, (-1, -1): 2, (-1, 0): 5, (0, 0): 2, (0, 1): 7, (1, 1): 2, (1, 2): 5, (2, 2): 1, (2, 3): 1}",27,False,-1,2,0,-1
K12n458,True,4,4,"{(-4, -4): 1, (-3, -3): 6, (-2, -2): 16, (-1, -1): 26, (0, 0): 31, (1, 1): 26, (2, 2): 16, (3, 3): 6, (4, 4): 1}",129,False,0,2,0,0
K12n459,True,2,4,"{(-4, -6): 1, (-3, -5): 6, (-2, -4): 15, (-1, -3): 20, (0, -2): 21, (1, -1): 20, (2, 0): 15, (3, 1): 6, (4, 2): 1}",105,False,1,2,2,2
K12n460,True,4,3,"{(-3, -2): 1, (-2, -1): 6, (-1, 0): 15, (0, 1): 19, (1, 2): 15, (2, 3): 6, (3, 4): 1}",63,False,-1,2,0,-1
K12n461,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 20, (0, 0): 29, (1, 1): 20, (2, 2): 7, (3, 3): 1}",85,False,0,2,0,0
K12n462,True,2,2,"{(-2, -2): 1, (-1, -1): 6, (0, 0): 11, (1, 1): 6, (2, 2): 1}",25,False,0,2,0,0
K12n463,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 18, (0, 0): 25, (1, 1): 18, (2, 2): 7, (3, 3): 1}",77,False,0,2,0,0
K12n464,False,NaN,2,"{(-2, -4): 1, (-2, -3): 2, (-1, -3): 4, (-1, -2): 8, (0, -2): 6, (0, -1): 11, (1, -1): 4, (1, 0): 8, (2, 0): 1, (2, 1): 2}",47,False,1,2,1,1
K12n465,True,3,4,"{(-4, -5): 1, (-3, -4): 6, (-2, -3): 13, (-1, -2): 15, (0, -1): 13, (1, 0): 15, (2, 1): 13, (3, 2): 6, (4, 3): 1}",83,False,1,2,1,1
K12n466,True,6,4,"{(-4, -2): 1, (-3, -1): 3, (-2, 0): 7, (-1, 1): 10, (0, 2): 11, (1, 3): 10, (2, 4): 7, (3, 5): 3, (4, 6): 1}",53,False,-1,2,-1,-2
K12n467,True,3,4,"{(-4, -5): 1, (-3, -4): 3, (-2, -3): 5, (-1, -2): 8, (0, -1): 9, (1, 0): 8, (2, 1): 5, (3, 2): 3, (4, 3): 1}",43,False,1,2,1,1
K12n468,True,4,4,"{(-4, -4): 1, (-3, -3): 3, (-2, -2): 5, (-1, -1): 6, (0, 0): 7, (1, 1): 6, (2, 2): 5, (3, 3): 3, (4, 4): 1}",37,False,0,2,0,0
K12n469,False,NaN,3,"{(-3, -2): 2, (-2, -1): 6, (-1, 0): 12, (0, 1): 15, (1, 2): 12, (2, 3): 6, (3, 4): 2}",55,False,-1,2,0,-1
K12n470,False,NaN,3,"{(-3, -3): 2, (-2, -2): 6, (-1, -1): 8, (0, 0): 9, (1, 1): 8, (2, 2): 6, (3, 3): 2}",41,False,0,2,0,0
K12n471,False,NaN,3,"{(-3, -4): 2, (-2, -3): 8, (-1, -2): 16, (0, -1): 19, (1, 0): 16, (2, 1): 8, (3, 2): 2}",71,False,1,2,1,1
K12n472,True,0,5,"{(-5, -10): 1, (-4, -9): 1, (-2, -6): 2, (-1, -5): 4, (0, -4): 5, (1, -3): 4, (2, -2): 2, (4, -1): 1, (5, 0): 1}",21,False,1,2,5,5
K12n473,False,NaN,4,"{(-4, -8): 2, (-3, -7): 3, (-2, -6): 1, (-1, -4): 3, (0, -3): 5, (1, -2): 3, (2, -2): 1, (3, -1): 3, (4, 0): 2}",23,False,1,2,4,4
K12n474,False,NaN,4,"{(-4, -8): 2, (-3, -7): 3, (-2, -6): 2, (-1, -5): 1, (0, -4): 1, (1, -3): 1, (2, -2): 2, (3, -1): 3, (4, 0): 2}",17,False,1,2,4,4
K12n475,True,4,3,"{(-3, -2): 1, (-2, -1): 2, (-1, 0): 1, (0, 0): 1, (1, 2): 1, (2, 3): 2, (3, 4): 1}",9,False,0,2,0,0
K12n476,False,NaN,3,"{(-3, -5): 3, (-2, -4): 10, (-1, -3): 15, (0, -2): 17, (1, -1): 15, (2, 0): 10, (3, 1): 3}",73,False,1,2,2,2
K12n477,False,NaN,3,"{(-3, -6): 4, (-2, -5): 8, (-1, -4): 7, (0, -3): 5, (1, -2): 7, (2, -1): 8, (3, 0): 4}",43,False,1,2,3,3
K12n478,False,NaN,2,"{(-2, -2): 2, (-1, -1): 7, (0, 0): 11, (1, 1): 7, (2, 2): 2}",29,False,0,2,0,0
K12n479,False,NaN,2,"{(-2, -3): 6, (-1, -2): 21, (0, -1): 29, (1, 0): 21, (2, 1): 6}",83,False,1,2,1,1
K12n480,True,3,3,"{(-3, -3): 1, (-2, -2): 6, (-1, -1): 19, (0, 0): 29, (1, 1): 19, (2, 2): 6, (3, 3): 1}",81,False,0,2,0,0
K12n481,True,3,3,"{(-3, -3): 1, (-2, -2): 5, (-1, -1): 15, (0, 0): 23, (1, 1): 15, (2, 2): 5, (3, 3): 1}",65,False,0,2,0,0
K12n482,True,3,3,"{(-3, -3): 1, (-2, -2): 6, (-1, -1): 15, (0, 0): 21, (1, 1): 15, (2, 2): 6, (3, 3): 1}",65,False,0,2,0,0
K12n483,False,NaN,2,"{(-2, -3): 2, (-2, -2): 1, (-1, -2): 8, (-1, -1): 4, (0, -1): 12, (0, 0): 7, (1, 0): 8, (1, 1): 4, (2, 1): 2, (2, 2): 1}",49,False,0,2,0,0
K12n484,True,2,3,"{(-3, -4): 1, (-2, -3): 5, (-1, -2): 12, (0, -1): 15, (1, 0): 12, (2, 1): 5, (3, 2): 1}",51,False,1,2,1,1
K12n485,False,NaN,3,"{(-3, -4): 2, (-2, -3): 8, (-1, -2): 16, (0, -1): 19, (1, 0): 16, (2, 1): 8, (3, 2): 2}",71,False,1,2,1,1
K12n486,False,NaN,3,"{(-3, -2): 2, (-2, -1): 7, (-1, 0): 12, (0, 1): 13, (1, 2): 12, (2, 3): 7, (3, 4): 2}",55,False,-1,2,0,-1
K12n487,True,1,3,"{(-3, -5): 1, (-2, -4): 2, (-2, -3): 1, (-1, -3): 1, (-1, -2): 5, (0, -1): 7, (1, -1): 1, (1, 0): 5, (2, 0): 2, (2, 1): 1, (3, 1): 1}",27,False,1,2,1,1
K12n488,True,4,3,"{(-3, -2): 1, (-2, -2): 1, (-2, -1): 2, (-1, -1): 3, (-1, 0): 1, (0, 0): 5, (1, 1): 3, (1, 2): 1, (2, 2): 1, (2, 3): 2, (3, 4): 1}",21,False,0,2,0,0
K12n489,False,NaN,3,"{(-3, -4): 2, (-2, -3): 11, (-1, -2): 28, (0, -1): 37, (1, 0): 28, (2, 1): 11, (3, 2): 2}",119,False,1,2,1,1
K12n490,False,NaN,2,"{(-2, -2): 5, (-1, -1): 19, (0, 0): 29, (1, 1): 19, (2, 2): 5}",77,False,0,2,0,0
K12n491,True,3,3,"{(-3, -3): 1, (-2, -2): 7, (-1, -1): 16, (0, 0): 21, (1, 1): 16, (2, 2): 7, (3, 3): 1}",69,False,0,2,0,0
